,Unnamed: 0,Unnamed: 0.1,Status,CRN,Type,Section,Time,Days,Location,Instructor,Course Number,Course Name,Number of Credits,geneds,loc,year,term,dept,YearTerm,Year,Term,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,GPA,size
27203,940843,940843,Section Info: This course will be offered synchronously.,,,,,,,,ECE 418,Image & Video Processing,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECE/418.html,2021,spring,ECE,2021-sp,2021.0,Spring,ECE,418.0,Image & Video Processing,OLC,4.0,12.0,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Moulin, Pierre",3.739,28.0
2638,916278,916278,UNKNOWN,72606.0,Online,LB,02:00 PM - 03:20 PM,TR,,"Braun, L",UP 434,Pedestrian and Bicycle Planning,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/UP/434.html,2021,spring,UP,2021-sp,2021.0,Spring,UP,434.0,Pedestrian/Bicycle Planning,ONL,1.0,18.0,11.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,"Braun, Lindsay M",3.738,33.0
992,914632,914632,UNKNOWN,32064.0,Online,E,01:00 PM - 01:50 PM,MWF,,"Jones, J",ENGL 250,Nineteenth-Century American Fiction,3,"['WCC', 'HA']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ENGL/250.html,2021,spring,ENGL,2021-sp,2021.0,Spring,ENGL,250.0,19th-Century American Fiction,ONL,5.0,14.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Jones, Jamie L",3.738,28.0
7352,920992,920992,UNKNOWN,67725.0,Online,DB2,ARRANGED -,,,"Donohoe, M",ACCY 507,Taxation of Business Entities,2;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ACCY/507.html,2021,spring,ACCY,2021-sp,2021.0,Spring,ACCY,507.0,Taxation of Bus Entities A,ONL,37.0,42.0,6.0,13.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,"Donohoe, Michael P",3.737,108.0
4485,918125,918125,Registration Notes: Restricted to Graduate - Urbana-Champaign.Restriction(s): Restricted to students in the Economics department.,,,,,,,,ECON 535,Econometric Analysis II,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECON/535.html,2021,spring,ECON,2021-sp,2021.0,Spring,ECON,535.0,Econometric Analysis II,ONL,1.0,13.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chung, Eun Yi",3.737,24.0
34357,947997,947997,UNKNOWN,69487.0,Online,AOG,02:00 PM - 03:20 PM,TR,,"McDowell, KTurk, M",IS 457,Data Storytelling,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IS/457.html,2021,spring,IS,2021-sp,2021.0,Spring,IS,457.0,Data Storytelling,ONL,0.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"McDowell, Kathleen",3.737,24.0
26953,940593,940593,UNKNOWN,54360.0,Online Discussion,P4,11:00 AM - 12:20 PM,TR,,"Bose, S",ECE 490,Introduction to Optimization,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECE/490.html,2021,spring,ECE,2021-sp,2021.0,Spring,ECE,490.0,Introduction to Optimization,OD,17.0,28.0,2.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,"Bose, Subhonmesh",3.737,57.0
14605,928245,928245,UNKNOWN,55722.0,Online Lecture,A,12:30 PM - 01:50 PM,TR,,"Anderson, NFlenniken, M",IB 361,Ecology and Human Health,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/361.html,2021,spring,IB,2021-sp,2021.0,Spring,IB,361.0,Ecology and Human Health,OLC,4.0,77.0,22.0,6.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,"Anderson, Nicholas L",3.737,119.0
15003,928643,928643,"Date Range: Meets 14-Apr-21 - 11-May-21.Section Info: Registration in this section is restricted to students admitted to the iMBA or iMSM degree programs.Restriction(s): Restricted to MBA: (PT) Business Adm -- UIUC, MBA: iMBA Online -UIUC, MS:Management Online - UIUC, or MS:Accountancy Online -UIUC.",,,,,,,,MBA 561,Introduction to Business Analytics with R,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MBA/561.html,2021,spring,MBA,2021-sp,2021.0,Spring,MBA,561.0,Intro to Bus Analytics w/R,ONL,437.0,212.0,84.0,40.0,31.0,13.0,11.0,13.0,5.0,0.0,10.0,0.0,10.0,0.0,"Guymon, Ronald N",3.736,866.0
8640,922280,922280,UNKNOWN,70161.0,Online,B,06:30 PM - 07:50 PM,MW,,"Martinez, C",BUS 401,Global Business Perspectives,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BUS/401.html,2021,spring,BUS,2021-sp,2021.0,Spring,BUS,401.0,Global Business Perspectives,ONL,16.0,13.0,2.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Martinez, Candace A",3.733,40.0
24603,938243,938243,UNKNOWN,63553.0,Online,S1,ARRANGED -,,,"Eck, D",STAT 385,Statistics Programming Methods,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/STAT/385.html,2021,spring,STAT,2021-sp,2021.0,Spring,STAT,385.0,Statistics Programming Methods,ONL,0.0,66.0,0.0,0.0,12.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,"Kinson, Christopher L",3.732,82.0
19808,933448,933448,"Registration Notes: Restricted to Accountancy or Finance or General Engineering or Industrial Engineering or Marketing or Information Sys & Info Tech or Supply Chain Management or Business Process Management or Management or Informatics or Systems Engineering and Design or Information Systems or Operations Management or STR BUS DEV & Entrepreneurship major(s) or minor(s). Restricted to students with Junior or Senior class standing.Section Info: This course will open to all students in the Gies College of Business on Monday, December 7, 2020 and to Industrial & Enterprise Systems Engineering, General Engineering, Systems Engineering & Design and Informatics Minor students on Monday, December 14, 2020 at approximately 10:00 a.m.  Students are required to log in and use Compass2g (compass2g.illinois.edu) in order to complete this course.",,,,,,,,BADM 352,Database Design and Management,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/352.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,352.0,Database Design and Management,ONL,5.0,35.0,6.0,11.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Garimella, Aravinda",3.729,64.0
33570,947210,947210,UNKNOWN,37321.0,Online,AE1,02:00 PM - 03:20 PM,TR,,"Bottalico, P",SHS 301,General Speech Science,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SHS/301.html,2021,spring,SHS,2021-sp,2021.0,Spring,SHS,301.0,General Speech Science,ONL,27.0,29.0,27.0,13.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"Bottalico, Pasquale",3.729,103.0
22330,935970,935970,UNKNOWN,62528.0,Online Lecture,A,12:30 PM - 01:50 PM,TR,,"Jin, H",MCB 406,Gene Expression & Regulation,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MCB/406.html,2021,spring,MCB,2021-sp,2021.0,Spring,MCB,406.0,Gene Expression & Regulation,OLC,5.0,25.0,18.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Jin, Hong",3.728,60.0
19621,933261,933261,UNKNOWN,72946.0,Online,AO,09:30 AM - 12:20 PM,T,,"Nelson, M",BADM 584,Global Marketing,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/584.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,584.0,Global Marketing,LCD,3.0,10.0,2.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Nelson, Michelle R",3.727,22.0
8562,922202,922202,UNKNOWN,43820.0,Lecture-Discussion,D,11:00 AM - 12:20 PM,MW,1025 Business Instructional Fac,"Perkins, S",FIN 241,Fundamentals of Real Estate,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FIN/241.html,2021,spring,FIN,2021-sp,2021.0,Spring,FIN,241.0,Fundamentals of Real Estate,LCD,1.0,31.0,5.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Perkins, Scott E",3.727,50.0
8000,921640,921640,UNKNOWN,32530.0,Online Discussion,ADK,02:00 PM - 02:50 PM,R,,"Dyer, MHan, P",FIN 221,Corporate Finance,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FIN/221.html,2021,spring,FIN,2021-sp,2021.0,Spring,FIN,221.0,Corporate Finance,OD,3.0,25.0,7.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Yang, Jeyul",3.726,45.0
170,913810,913810,UNKNOWN,51162.0,Online,A,ARRANGED -,,,"Roca, A",ANSC 406,Zoo Animal Conservation Sci,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ANSC/406.html,2021,spring,ANSC,2021-sp,2021.0,Spring,ANSC,406.0,Zoo Animal Conservation Sci,ONL,60.0,58.0,17.0,5.0,13.0,1.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,"Roca, Alfred L",3.726,164.0
20349,933989,933989,UNKNOWN,39534.0,Online Discussion,AU3,09:30 AM - 10:50 AM,TR,,"Dolcos, F",PSYC 404,Cognitive Neuroscience,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PSYC/404.html,2021,spring,PSYC,2021-sp,2021.0,Spring,PSYC,404.0,Cognitive Neuroscience,OD,20.0,17.0,5.0,5.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,"Dolcos, Florin",3.724,52.0
24784,938424,938424,Credit: 4 hoursSection Info: For Statistics course registration information:  go.illinois.edu/StatisticsRegistrationRestriction(s): Restricted to Graduate - Urbana-Champaign.,,,,,,,,STAT 480,Data Science Foundations,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/STAT/480.html,2021,spring,STAT,2021-sp,2021.0,Spring,STAT,480.0,Data Science Foundations,ONL,14.0,21.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,"Linville, Charles D",3.724,47.0
27346,940986,940986,UNKNOWN,38214.0,Laboratory,AB3,02:00 PM - 04:50 PM,R,108 Ceramics Kiln House,"Baek, JMerkelz, ARai, ATagare, VTerBush, J",MSE 308,Materials Laboratory II,3,"['AC', 'AC']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MSE/308.html,2021,spring,MSE,2021-sp,2021.0,Spring,MSE,308.0,Materials Laboratory II,OLC,4.0,58.0,14.0,6.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,"TerBush, Jessica",3.722,91.0
29520,943160,943160,UNKNOWN,70175.0,Online,ON1,ARRANGED -,,,"Furner, J",CLCV 102,Medical Terms-GRK & LAT Roots,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CLCV/102.html,2021,spring,CLCV,2021-sp,2021.0,Spring,CLCV,102.0,Medical Terms-GRK & LAT Roots,ONL,57.0,19.0,12.0,7.0,2.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,"Furner, Jeremy W",3.72,107.0
11775,925415,925415,UNKNOWN,31287.0,Online Lecture,A,09:30 AM - 10:50 AM,TR,,"Mamaril, C",CHLH 455,Health Services Financing,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CHLH/455.html,2021,spring,CHLH,2021-sp,2021.0,Spring,CHLH,455.0,Health Services Financing,OLC,61.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,"Mamaril, Cezar Brian C",3.72,69.0
20104,933744,933744,"Registration Notes: Restricted to MS:Business Administrtn -UIUC, MBA: (PT) Business Adm -- UIUC, MS: Technology Management-UIUC, MBA:Bus Administration -UIUC, or MS:Management -UIUC.Section Info: This course is open to students pursuing the Graduate Minor or Concentration in Business Data Analytics.  Students are required to log in and use Compass2g (compass2g.illinois.edu) in order to complete this course.",,,,,,,,BADM 577,Predictive Data Analytics,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/577.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,577.0,Predictive Data Analytics,ONL,1.0,16.0,16.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ye, Han",3.719,39.0
28656,942296,942296,UNKNOWN,54206.0,Online,ONL,ARRANGED -,,,"Martin, J",ANTH 103,Anthro in a Changing World,3,"['SBS', 'NWC']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ANTH/103.html,2021,spring,ANTH,2021-sp,2021.0,Spring,ANTH,103.0,Anthro in a Changing World,ONL,387.0,135.0,47.0,23.0,15.0,10.0,6.0,9.0,5.0,2.0,6.0,1.0,15.0,0.0,"Martin, Jeffrey T",3.719,661.0
24629,938269,938269,Credit: 3 hoursSection Info: For Statistics course registration information: go.illinois.edu/StatisticsRegistrationRestriction(s): Restricted to Undergrad - Urbana-Champaign.,,,,,,,,STAT 440,Statistical Data Management,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/STAT/440.html,2021,spring,STAT,2021-sp,2021.0,Spring,STAT,440.0,Statistical Data Management,LEC,10.0,13.0,3.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Unger, David",3.718,33.0
29166,942806,942806,UNKNOWN,33062.0,Online Lecture,L,02:00 PM - 03:50 PM,T,,"Anderson, J",EPS 310,Race and Cultural Diversity,4,"['USMC', 'AC']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPS/310.html,2021,spring,EPS,2021-sp,2021.0,Spring,EPS,310.0,Race and Cultural Diversity,OD,2.0,26.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"Anderson, James D",3.716,34.0
24828,938468,938468,UNKNOWN,63575.0,Online,ONL,ARRANGED -,,,"Liu, X",ASTR 330,Extraterrestrial Life,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ASTR/330.html,2021,spring,ASTR,2021-sp,2021.0,Spring,ASTR,330.0,Extraterrestrial Life,ONL,30.0,102.0,29.0,16.0,7.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,"Liu, Xin",3.715,194.0
16878,930518,930518,UNKNOWN,64998.0,Online,1,ARRANGED -,,,"Bigsby, E",CMN 345,Visual Media Effects,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/345.html,2021,spring,CMN,2021-sp,2021.0,Spring,CMN,345.0,Visual Media Effects,ONL,0.0,23.0,7.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bigsby, Elisabeth",3.714,36.0
11853,925493,925493,Credit: 3 hoursRestriction(s): Restricted to Undergrad - Urbana-Champaign.,,,,,,,,CHLH 404,Gerontology,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CHLH/404.html,2021,spring,CHLH,2021-sp,2021.0,Spring,CHLH,404.0,Gerontology,OLC,19.0,15.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,"Hernandez, Manuel E",3.714,42.0
34232,947872,947872,"Section Info: “Restricted to Information Sciences majors until 1/18/21 by noon. INFO Minors will be able to register starting 12/11/20 by noon. For more information about this major, please visit: http://go.ischool.illinois.edu/BSIS. We will not provide overrides, please wait until the course restrictions are removed. Questions may be sent to ischool-is@illinois.edu”Restriction(s): Not intended for students with Freshman or Sophomore class standing. Restricted to Undergrad - Urbana-Champaign.",,,,,,,,IS 407,Introduction to Data Science,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IS/407.html,2021,spring,IS,2021-sp,2021.0,Spring,IS,407.0,Introduction to Data Science,ONL,7.0,13.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Alterman, Naomi L",3.712,30.0
24590,938230,938230,Credit: 3 hoursSection Info: For Statistics course registration information: go.illinois.edu/StatisticsRegistrationRestriction(s): Restricted to Undergrad - Urbana-Champaign.,,,,,,,,STAT 429,Time Series Analysis,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/STAT/429.html,2021,spring,STAT,2021-sp,2021.0,Spring,STAT,429.0,Time Series Analysis,ONL,4.0,25.0,2.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Lee, Hyoeun",3.711,38.0
15346,928986,928986,,,,,,,,,ME 200,Thermodynamics,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ME/200.html,2021,spring,ME,2021-sp,2021.0,Spring,ME,200.0,Thermodynamics,OLC,34.0,53.0,37.0,16.0,3.0,4.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,"Liebenberg, Leon",3.711,152.0
6202,919842,919842,UNKNOWN,72260.0,Online Lab,GD3,01:00 PM - 03:40 PM,MW,,"De La Rosa, JThomas, N",ARTD 471,Graphic Design Capstone,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTD/471.html,2021,spring,ARTD,2021-sp,2021.0,Spring,ARTD,471.0,Graphic Design Capstone,OLB,2.0,13.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"Anderson, Noel",3.711,23.0
12874,926514,926514,"Credit: 4 hoursSpecial Approval: Departmental Approval RequiredSection Info: Graduate students requesting the 4 credit hour section must first register for the 3 hour section. If the instructor is willing to offer extra work to graduate students for the 4-hour section, students can follow the instructions to request a switch to the 4-credit section between the FIRST DAY of the semester and the 8th week of the semester. Instructions are available at https://go.math.illinois.edu/3to4creditRestriction(s): Restricted to Graduate - Urbana-Champaign.",,,,,,,,MATH 416,Abstract Linear Algebra,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MATH/416.html,2021,spring,MATH,2021-sp,2021.0,Spring,MATH,416.0,Abstract Linear Algebra,ONL,15.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"Albin, Pierre",3.709,24.0
9715,923355,923355,"Credit: 3 hoursSection Info: This course involves asynchronous and synchronous components. For the asynchronous component, video lectures and other online activities would be provided at the beginning of every week on the Moodle website of this course. The synchronous component will be conducted over Zoom every Thursday from 2:00pm to 3:20 pm.  Restricted to Sociology Major, Sociology Minor or Criminology, Law, and Society Minor during advanced enrollment. Remaining seats will become available during open registration.Restriction(s): Not intended for Graduate - Urbana-Champaign.",,,,,,,,SOC 479,Law and Society,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SOC/479.html,2021,spring,SOC,2021-sp,2021.0,Spring,SOC,479.0,Law and Society,OLC,32.0,18.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,"Atiles Osoria, Jose",3.709,63.0
879,914519,914519,UNKNOWN,32058.0,Online,D,11:00 AM - 11:50 AM,MWF,,"Perry, C",ENGL 218,Introduction to Shakespeare,3,['HA'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ENGL/218.html,2021,spring,ENGL,2021-sp,2021.0,Spring,ENGL,218.0,Introduction to Shakespeare,ONL,1.0,8.0,10.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Newcomb, Lori H",3.709,24.0
16889,930529,930529,"Credit: 4 hoursSection Title: Communication & LanguageSection Info: This course explores (1) how the nature of human communication is shaped by the human ability to learn and use language, and (2) how the nature of human communication is shaped by the properties of the linguistic instruments humans have constructed. The course will introduce basic concepts of cognitive theories of linguistic communication, the empirical and theoretical issues that animate the study of linguistic communication, and the variety of disciplinary perspectives and research methods that can be brought to bear on those issues.Restriction(s): Restricted to Graduate - Urbana-Champaign.",,,,,,,,CMN 496,Adv Topics in Communication,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CMN/496.html,2021,spring,CMN,2021-sp,2021.0,Spring,CMN,496.0,Provider Patient Communication,ONL,5.0,7.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hsieh, Elaine K",3.709,24.0
33962,947602,947602,UNKNOWN,68142.0,Online Lecture,CS,ARRANGED -,,,"Singer, ATaylor, J",TE 401,Developing Breakthrough Projects,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/TE/401.html,2021,spring,TE,2021-sp,2021.0,Spring,TE,401.0,City Scholars,OLC,0.0,32.0,2.0,0.0,4.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,"Singer, Andrew C",3.707,42.0
2313,915953,915953,UNKNOWN,53176.0,Online Lab,AQ2,10:00 AM - 10:50 AM,F,,"Kim, K",LER 593,Quantitative Methods in LER,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LER/593.html,2021,spring,LER,2021-sp,2021.0,Spring,LER,593.0,Quantitative Methods in LER,ONL,12.0,9.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Liu, Yihao",3.707,33.0
30367,944007,944007,"Section Info: Meets w/MACS 335 (CRN 61661, Sec. CN) Platform for this course will be ""Moodle""",,,,,,,,GWS 335,"Film, TV, and Gender",3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GWS/335.html,2021,spring,GWS,2021-sp,2021.0,Spring,GWS,335.0,"Film, TV, and Gender",ONL,2.0,9.0,11.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Nadeau, Chantal",3.706,26.0
11369,925009,925009,UNKNOWN,73124.0,Online,OL4,ARRANGED -,,,"Cho, H",PS 201,US Racial & Ethnic Politics,3,"['USMC', 'SBS']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PS/201.html,2021,spring,PS,2021-sp,2021.0,Spring,PS,201.0,US Racial & Ethnic Politics,ONL,28.0,14.0,7.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,"Garcia, Luzmarina",3.706,60.0
27486,941126,941126,Credit: 4 hoursRegistration Notes: Restricted to Interdisciplinary Health Sci major(s). Restricted to students with Junior or Senior class standing.,,,,,,,,IHLT 475,Field Experience in i-Health,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IHLT/475.html,2021,spring,IHLT,2021-sp,2021.0,Spring,IHLT,475.0,Field Experience in i-Health,OLC,0.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,"DiFilippo, Kristen N",3.704,27.0
29620,943260,943260,UNKNOWN,69219.0,Online,G,11:00 AM - 12:20 PM,TR,,"Wedig, T",GLBL 100,Intro to Global Studies,3,"['SBS', 'WCC']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GLBL/100.html,2021,spring,GLBL,2021-sp,2021.0,Spring,GLBL,100.0,Intro to Global Studies,ONL,12.0,11.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,"Schrag, David M",3.702,29.0
33653,947293,947293,UNKNOWN,71950.0,Online,CA2,10:00 AM - 10:50 AM,W,,"French, IPucilowski, A",SHS 271,Communication and Aging,3,['SBS'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SHS/271.html,2021,spring,SHS,2021-sp,2021.0,Spring,SHS,271.0,Communication and Aging,ONL,19.0,15.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"Pucilowski, Anna G",3.701,60.0
11401,925041,925041,UNKNOWN,38229.0,Online,OL1,ARRANGED -,,,"Pryor, M",PS 305,The US Supreme Court,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/PS/305.html,2021,spring,PS,2021-sp,2021.0,Spring,PS,305.0,The US Supreme Court,ONL,9.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,"Pryor, Matthew R",3.7,31.0
